iter	Logloss
913	0.02443589528
914	0.02439134757
915	0.02434376081
916	0.0243248558
917	0.02427677631
918	0.02422152678
919	0.02418119748
920	0.02413793087
921	0.02412402471
922	0.02409318129
923	0.02404496829
924	0.02401798884
925	0.02395563761
926	0.02394774755
927	0.02387797356
928	0.02385912895
929	0.02381183147
930	0.02380434513
931	0.02377461433
932	0.02375677427
933	0.02373246193
934	0.02368884087
935	0.02363688946
936	0.02356365204
937	0.02351789157
938	0.02349548976
939	0.02344498952
940	0.02341933568
941	0.02340779305
942	0.02337920507
943	0.02335423787
944	0.02333505472
945	0.02328478495
946	0.02325407028
947	0.02320468903
948	0.02318181992
949	0.02315198263
950	0.02311918577
951	0.02309590816
952	0.0230804793
953	0.02305632273
954	0.02300919692
955	0.02297279676
956	0.02291686853
957	0.02290252368
958	0.02289568265
959	0.0228508091
960	0.02282602946
961	0.02278272629
962	0.0227662913
963	0.02275930246
964	0.02271656354
965	0.02269419511
966	0.02265013536
967	0.02263943672
968	0.02261855761
969	0.02259265264
970	0.02258674939
971	0.02254303932
972	0.02251892567
973	0.0224895366
974	0.02245421727
975	0.02244762897
976	0.02241834323
977	0.0224096489
978	0.02236825943
979	0.02233622233
980	0.02232198079
981	0.02229248206
982	0.02226603031
983	0.02225955327
984	0.02225389163
985	0.02223240852
986	0.02222055435
987	0.02220602353
988	0.02217796803
989	0.02213957151
990	0.02211734136
991	0.02210050265
992	0.02203981082
993	0.02201603889
994	0.02200504303
995	0.02197233995
996	0.02195510864
997	0.02194887479
998	0.02193166733
999	0.02190391382
